id	text	class_label
20680	Simple, does what it's supposed to do	0
20681	Working fine. Joined to keep safe.	0
20682	Kol Hakavod! Great idea, great UIX. Just please make font bigger for older eyes. Devs are responsive, currently app doesn't cross-check *previous* 14 day GPS - only starts collecting history from time of download but developers seem to be working on it. Add option to manually input past location for people who don't carry a phone on Shabbat /walking dog etc	0
20683	very good	0
20684	Won't except my phone number usless	2
20685	Not working	2
20686	Wow Good app	0
20687	Cannot log in	2
20688	great idea. it would be more engaging if you provided the user info on number of close contacts. you could gameify social distancing.	0
20689	Dear people, this is Govt owned app. No one will bother to listen your comments regarding malfunctioning of app.	1
20690	Works fine, alot of people are having trouble with "Invalid Phone Number", I had this problem, and closing and reopening the app and re-entering it.	0
20691	This application. Is cannot. Send OTP code. How to do.	2
20692	So far it works - but you should offer a TL;DR version of the mandatory introduction (the part of "how the app works", which is very clear for technically inclined people, but could deter some by its length and technicality)	0
20693	Good job	0
20694	Unable to sign up on this app. Cannot complete filling date.	2
20695	From 5  to 1 Coronalert BE app is *no longer compatible  with (e.g.!) Sony Xperia running Android 9... Is it a new policy to *decrease* the adoption of and support for the Coronalert BE app?	2
20696	I keep my bluetooth running all day for this app, it has hardly affected my battery life. My phone still lasts the whole day.	0
20697	The UX is very nice and I like to easy to read, smooth black theme. However the introduction text could be a bit condensed, and I wished more people used it so it's really useful... But that's not the devs choice. Anyhow I hope this app helps me know if I was at risk for covid, and that it'll keep us safe and aware.	0
20698	Downloaded the app, entered my email okay but after, trying to enter the 6 digit code and the personal details (first, last, phone) failed to activate the keyboard. Had to copy paste into those boxes.	1
20699	Very bad app I'm crazy every time not open this app how to open	1
20700	Good	0
20701	The pause function is good if we can customize/set the pause duration to save battery life while we at home. Please also work on making the app workable for Huawei phones without Google services.	2
20702	serious Bluetooth issues, constantly cuts off my music and replaces it with a buzzing sound. uninstalling this app fixed the issue.	2
20703	My phone was scorching, i almost went to buy a new phone as my battery was going from 100% to 15% within 2 hours, it was almost too hot to handle at times.. but i seen that this app was actually the issue, i uninstalled it & now my phone is perfect	1
20704	Verry good application	0
20705	Crashing after latest update, NPE java.lang.NullPointerException: throw with null exception at com.govpk.covid19.fragment.DashboardFragmentSa.a(:11) at h.ngSaSa.run(Unknown Source:37) at android.os.Handler.handleCa||back(Hand|er.java:873) at android.os.Handler.dispatchMessage(Handler.java:99) at android.os.Looper.loop(Looper.java:201) at android.app.ActivityThread.main(ActivityThread.java: 6831) atjava.lang.reflect.Method.invoke(Native Method) at com.android.internal.os.Runtimeln	2
20706	I'm temporarily unavailable how do I fix that	2
20707	Fantastic App!Stay Safe	0
20708	Got completely logged out & had to enter user & password. Whether this is due to update in app I don’t know but could lead to people pretending to scan the Covid posters.  I entered visits manually, but busy people might give up, or simply have no time! Apart from that the iPhone app works well.	1
20709	Can the app be updated with a sort of a reminder for people to check in everyday? It would be great to have it, you can see that the numbers of people who is checking in has decreased on the app.	1
20710	Liked the App. Good job done on it and looks very effective but I am sad to say that the fact it uses Bluetooth it drained 10% out of my Battery in just 2 minutes. So sorry but I have just uninstalled the App. If mobile data gets utilised for it in the future I will definitely reinstall and use then once I know my battery will not drain away.	0
20711	I believe that in this app should be included actual governmental restrictions and requirements.	2
20712	Useless app.	1
20713	Awesome aap in Kuwait	0
20714	The app is consuming a huge chunk of battery usage around 25-35% which drains the battery really fast. What's worst is that despite having the app turned on, it's not giving out any notification of nearby Covid-19 patients on my Samsung S9+. Just yesterday my aunt's Note 5 stopped working due to battery drainage by this app. You'll have to do something about this app and make it more stable and not cause devices to corrupt.	1
20715	If your notifications aren't showing properly, go to Settings->Notifications->COVIDSafe and toggle off "Foreground Service". This will disable the "currently active" notification, but the app will continue running as intended. Devs should really fix this though; there's people who will uninstall the app because of this.	1
20716	Good	0
20717	Had the app since mid July and it suddenly started draining the battery of my S20 yesterday. This seems to be happening to a lot of people all of a sudden. Needs to be fixed or everyone is going to remove the app from their phones	1
20718	App was going great then suddenly it says it's inactive and I need to turn Bluetooth on. The app gets as far as "turning on Bluetooth" and nothing...I uninstalled then reinstalled but the same thing happens. Sorry PM. Want to do my part to help but this app is just doesn't work. \ud83d\ude29\ud83d\ude26	2
20719	Battery drain far more rapid. Interfered with opening of whatsapp video calls.	1
20720	Useless	1
20721	GOOD	0
20722	Good practice	0
20723	Easy to install, doesn't chew battery, helps keep us safe	0
20724	Good initiative, but it keeps interfering with my bluetooth earbuds. Spotify, Beyondpod and other music apps keep pausing very 2-3 minutes. Have to restart phone, and don't the app, then everything plays fine.	2
20725	It's good	0
20726	Bit of a power drainer, when at home, switch off Bluetooth and location, icons and settings. But like buying masks, gloves and hand sanitizer, we can all help to beat Coronavirus.	1
20727	Cannot get OTP if you change phone.	2
20728	We feel safe	0
20729	Okay.	0
20730	Good	0
20731	It does not perform exposure checks no matter what I do. 0 checks in 14 days. I have my Bluetooth on 24/7 and have ensured the app runs in the background.	2
20732	It says to keep your bluetooth on whole day but it doesnt do anything except taking your batteryðŸ˜‚	0
20733	Good	0
20734	Super	0
20735	Battery drain; past couple of days App eating battery. Phone drained from 100 to zero % in about 10 hours. Normally get 1.5 - 2 days from battery. Unfortunately will have to uninstall.	1
20736	i can't register in to the app it keep telling me something went wrong try again later	2
20737	Had to reset my phone and reinstall the app. Now when I try to open it after agreeing to the t's&c's I get "Error code: (1003). Please try again" .	1
20738	Don’t developers realise married couples often share the same email address? This app will only allow one account per email. We often go to visit different places which makes the app useless in those circumstances!!!	1
20739	It's keep crashing everytime I try to upload the rapid test results and I don't know why	1
20740	Supper app	0
20741	Installation was easy, setup within 2 minutes, limited personal data required. Great initiative by our health authorities.	0
20742	Good	0
20743	After this app download, it will create lot of issue with my phone and my Bluetooth earpieces also not working well. . . .	2
20744	The app 2.0.12 is not working properly, automotically stop working.	2
20745	I download but cant login	2
20746	Says my mobile number is invalid. Not very well designed or tested. What's the point of asking people to join if you can't use it.	2
20747	Very good	0
20748	R A D I U S A L E R T is not working. FIX it QUICK.	2
20749	Simple installation. Those who got the invalid phone number message (like I did) were trying to register before 6pm. Worked fine after that. This app makes sense and will help to protect me, my family, the community and our health workers, as well as speeding up our return to normal life.	2
20750	Very bad	1
20751	I tested positive for covid and no one can give me the code to enter the result. This app is not fit for pupose	2
20752	StaySafe is very good app it is very useful application i always use this app Thankyou devolper ...?	0
20753	One of the worst useless APP, doesn't have worth for single ðŸŒŸ Useless reply	1
20754	Keep cutting off my wireless headphone.	2
20755	Since I installed this app, my battery drains in less than 7 hours!	1
20756	It was stressful d'oh, but at the end Alhosn UAE gave me an excellent result.	1
20757	Good	0
20758	Peace of mind	2
20759	Great	0
20760	Excellent Application .	0
20761	The graphic representation is not visible. Poor presentation of graphs.	1
20762	Easy to use. Then again, nothing much happened yet.	0
20763	Quick and easy to install. Needed very little personal details.	0
20764	Drained my battery from full to 15 per cent in 30 mins	1
20765	Thank you for creating this app, fingers crossed it keeps my loved ones safe	0
20766	The otp never comes. I have tried several times but still can't use the app.	2
20767	Amazing Application	0
20768	Tried to register. Phone number not valid. Double checked phone number. Gave up.	2
20769	So helpful for human being.	0
20770	Easy and quick to install and register	0
20771	Cannot download cv19 app	2
20772	Today after update app not working turn off Automaticly	2
20773	It's not working. Terrible.	2
20774	Was working fine till yesterday where it kept crashing, I redownloded it and restarted my phone multiple time but the issue still stands, I couldn't even go to work cuz they don't let you in unless you show the app which is crashing every time I attempt to open it	2
20775	Good	0
20776	Had to delete the app phone overheating and battery draining.	1
20777	I don't like this app. They don't have a proper knowledge to catch positive people surround us.	1
20778	Good	0
20779	GoodðŸ‘�ðŸ˜ŽðŸ˜Ž	0
20780	Good	0
20781	Error in android	1
20782	The application keeps stopping, I don't know why. Can't even get the information I need.	2
20783	Error registering	2
20784	Very heavy battery use. I switch it off at home to preserve battery.	1
20785	Eating my batt. If this continues I will have to stop using it.	1
20786	Useless app for the gov to track you. No privacy, never download this app!!!	1
20787	Why App required to manage our call details and access to Photo and Gallery? This option should be removed. Feature to be added to turn ON App only when going out or any visitor coming at home. It will protect battery to get drain.	1
20788	I think this app was made by an indian . The worst part is with its flaws . Drains more battery , the bluetooth is always on whenever o switch it on . It' s the worst survaillance app .	1
20789	Nice	0
20790	I proud of you for mode in India , so, make it large ðŸ‘�ðŸ‘�	0
20791	Why do you need access to media files? How is this even legal? Also, keeps crashing all the time and drains battery while heating up the phone. The authorities have done a great job with this initiative and I am all in for this app, however the developers must work out on bugs and ensure privacy of users. This is not a time to corner the public and oblige them to compromise on allowing access to sensitive data!	1
20792	Recently started to require all sorts of additional information (and phone permissions), with no good reason why stated. Includes full name, DOB, NRIC, etc. Defeats the initial intention and purpose of "lightweight"/"minimum info" tracing. Feels like full blown surveillance. Uninstalled for that reason. Such a shame.	2
20793	Not receiving any otp. Tried both my Globe and Smart, still not receiving one.	2
20794	Thanks Ya Qatar for Good treatment with Number one class facility	0
20795	Last version was good . Kindly add statistics button as mention in last version. Why there was need for new update . Thanks	2
20796	v nice	0
20797	The app puts a fixed SAFE bar at bottom of screen. The bar obstructs usage of other apps.. Eg. NEXT or OK button... Though I think it is an important app but I had to uninstall.	2
20798	Sspy	1
20799	App has no issues on my phone, and working in the background, despite what some people believe (battery draining is the main one), my phone has not drop its charge that was noticeable by me. In order for it to work effectively, more people needs to download it. It is not working as it should because people are too worried about 'privacy'. The app is 'contact traCING', not 'personal information traCKING'. Don't blame the app for not working, look at the people that don't have it.	1
20800	It's okay	0
20801	A good attempt to give awareness and help on the part of the government.	0
20802	Does what it should, and with a great minimalistic UI. Love that the 'little dev company' has proven the Big Four wrong!	0
20803	No use	1
20804	Good	0
20805	Excellent app	0
20806	Well app	0
20807	Excellent	0
20808	Easy to install.	0
20809	great initiative to help each other with this app, however disagree with the idea of putting the phone face down whereby the phone is the most dirty. yes i understand, it is one of the ways to save battery on iPhone as it closes/dims the phone screen. hmm... i hope developers can assist or find another way to keep this running in the background without users putting phones facing it down on tables or surfaces. a big thank you for all the efforts!	0
20810	A very nicely made, minimalist app, that only uses as much information as is required. Only requires the use of Bluetooth to keep track of other devices you've been in close contact with throughout your day, and notifies you if the user of one of those devices contracts symptoms.	0
20811	very nice	0
20812	App works great ! How about allowing the user to record temperature within the app and allowing express entry without temperature checks if it has already been recorded. This will encourage more people to check their own temperatures and also allow quicker entry into places where there’s usually a queue to check temperature e.g at mall entrances. Thanks !!	0
20813	Good app to check if I have infection chances or not.	0
20814	The UX is very nice and I like to easy to read, smooth black theme. However the introduction text could be a bit condensed, and I wished more people used it so it's really useful... But that's not the devs choice. Anyhow I hope this app helps me know if I was at risk for covid, and that it'll keep us safe and aware.	0
20815	Have been trying to get the verification code however not receiving it	2
20816	10 characters, digit, capital letter - lost interest, deleted it....\nFollow up - thanks for your developer follow up comments quoting the NZ GSB (Government Security Bureau) standards, but 10 digits is over the top, even by Apples standards. The app uptake is evident of this. Overkill with basic security requirement.	1
20817	super easy setup process, after which it's pretty much "set it and forget it". No excessive permissions required. Doesn't seem to affect my battery life much.	0
20818	I tried to register today with my EID & mobile ( the one that I used in COVID test). After getting the OTP it shows "Wrong Credentials". It says to log in different mobile number. Please let me know what I need to do to successfully log in.	1
20819	Easy use	0
20820	It's not useful at all because it's not working. Actually i wasted my time for downloading it	1
20821	Wow	0
20822	It's a good app. But what's the guarantee that people always carry their phone around? Ineffective till the entire population has this app installed, including migrant workers. People who are commenting that there's no affect on battery life, please observe carefully.	0
20823	Great to have this on my device given the alarming cases worldwide. Better safe than sorry.	0
20824	I have been having the problem with app from last 1 month everytime i open the app i have to login again but this time when i tried to login the pin code that they gave i put exactly that but it showed error that it is not verified and later on said to contact 109 as the number of tries have been exceeded	2
20825	I don't know whats the use of this app	1
20826	I kept waiting for one time code during login, tried multiple times, no message ever.	2
20827	I am a healthcare worker who stays out of my accomodation for more than 12 hours a day.The app doesnt allow to add exemptions which might give a wrong alert.	1
20828	Won't work . National field is disabled	2
20829	Good	0
20830	Feeling positive thats all just give it a TRY.....ðŸ™�	0
20831	Bad experience, battery draining isn't the only problem with this app. Due to constant exchanges it causes all my bluetooth device to randomly disconnect frequently. Initially thought my devices were broken, but no, it's all due to this app. Have even tried different OS build + kernels but as long as I uninstall this app, the issue resolves itself. Won't be using this until the bluetooth disconnection issue is solved. Would not recommend others to use this unless no physical token.	1
20832	Suspicious!	1
20833	The application does not work	2
20834	Doesn't work probably	1
20835	Can't use it because I'm in the US.	2
20836	Stuck at filling in our IC particulars. Always have error. Despite filling all details according to IC. Still telling us verification failed. Check all field. You should check on your end. If still having bug and not ready, dont force people to use this app.	2
20837	ok	0
20838	Cannot go past mobile number, app says it's INVALID!	2
20839	Easy to set up	2
20840	Good thinking. It might be help	0
20841	Asks for GPS location. I uninstalled this app because it kept asking me to enable Google location services, therefore accessing my GPS location. This is in stark contrast to what was claimed.	2
20842	Not working \u2639\ufe0f..	2
20843	can not trust this app. My neighbours (2 people) has tested positive and it shows zero case in 1 km radius. They are at home isolation.	1
20844	eating up the battery \ud83d\ude2d, and we need explanation why it asks for storage permission?	1
20845	I have tried to sign up but it says my mobile number is invalid I have tried multiple ways of putting it in but nothing has worked. Ughhhh	2
20846	I had installed this app. But i do have one doubt. Why do you need access to our media files and storage? i didn't get the logic for storage permission.?	1
20847	Too good a friend of human being .	0
20848	Stop using this app to protect your personal information from getting into wrong hands. There's no legal binding that forces users to install this App. Furthermore, for pacemaker patients in particular having multiple bluetooth devices in close proximity is a health risk.	1
20849	Seems to be ok. Would love to see daily numbers (not graph - the y axis is too big to see detail).	0
20850	Please allow auto-rotation of screen or scaling of page or fonts. I can't see the full message on my phone. After restarting the application it was fixed. It decided today, after update, that I was somewhere with a Corona patient but I wasn't there at all. My mother got the same notice and she never even left the house. It has to improve. People's life are decided by it.	1
20851	Killing my battery in the last 2 days if this keeps up I'll have to uninstall it 3 times yesterday i had to recharge my battery where as it would normally last nearly a full day.	1
20852	To people feeling "suspicious" or "complaining", that they use public transport and still didn't get the notification - are you *hoping* to get infected? Just a reminder, that to get that notification you need to 1) be less than 1,5 meter away from the infected person 2) the contact must last 15 minutes 3) the person must have the app installed as well. All in all, it's not that likely now, but the app still works and is useful. Let's hope everybody installs it and to never get the notification.	2
20853	The app keeps crashing !!! I have been experiencing this problem for more than 30 days. I have been installing every update that comes through but still the app doesn't work.	1
20854	good app	0
20855	Good	0
20856	I downloaded this app few times but unable to use. NAME & NRIC not recognised.. Have to delete it again in frustration.	2
20857	Key in NRIC vut system doesnt recognise. Prompt enter a valid NRIC. Re-enter many times. Not working. Bad app!	2
20858	Good	0
20859	App is useful for contact tracing. However, why do you not allow group check in yet make the function available. Please make this available when you are bringing babies to the polyclinic yet you need physical ID to scan in. This is increasing touch point which is defeats the original idea of reducing touch point	2
20860	Imagine forcing us to keep bluetooth on.. AND FORCED PUSH NOTIFICATION WOW	2
20861	The app crashed in just two days, it stopped working and failed to load when I tried restarting several times.	2
20862	Good	0
20863	Good	0
20864	Simple et efficace	0
20865	I can't be table to update, keeps telling me update but nothing is happening, I'm really disappointed, please fix	2
20866	The application keep crashing even though I reinstalled it on my phone twice \ud83e\udd37 I notice this happened after the update on April 20th, that's too bad tho. I hope the developer could improve the bug so majority of citizen could use this app. Especially since this is coming from a join project between Telkom and Kominfo that I assume is a large scale.	2
20867	Is very good app tanks	0
20868	Wonderful	0
20869	Does nothing except inform me that my Bluetooth is off	1
20870	Requested OTP a few times after expired but never recieved.	2
20871	I changing new phone n try to sign in but cannot keep show validation failed	2
20872	No matter what I do the app always turns off.	2
20873	Good	0
20874	After updated.. It kept reconnecting my bluetooth..	2
20875	very poor app. kisu hoina eta te.	1
20876	The app does not open, why?	1
20877	Helpfully	0
20878	Presumably working quietly in the background. Pleasing that the source code has been made available. A persistent, slightly irritating and presumptuous "keeping you safe" badge cannot be easily hidden but at least will remind me to delete the app when/if the need is passed.	1
20879	Not able to set location.	2
20880	This is draining battery because it's tracking more than covid symptoms. Its reading everything in your phone. Spyware.	1
20881	Hopefully useful but only if more people use it correctly. You must keep your Bluetooth on for it to track and trace other phones.	0
20882	I am not able to add the Emirates Id, and the system gives error .	1
20883	Easy to understand. It is a very thoughtful way of contact tracing. I hope with this tool, people will be more conscious of their actions especially those that spit n throw their use tissues on the dinner table at Food court become more careful with their act.	0
20884	This is a great idea	0
20885	Not compatible with Huawei P40 Pro. Blocked on mobile number registration (when click on "get OTP" nothing happen)	2
20886	Great idea in principle but unfortunately of little practical benefit as not every shop or location has a QR code. First time using the app and out of the 5 places I went to yesterday, only one had a QR code. I ended up recording everything in my notepad, but that doesn’t have the advantage of linking in to the contact tracing of the app.\n\nAn easy fix would be to include an ‘add it manually’ option. Search the business or location by address (using address autocomplete that is already active in the app in the personal details section). Include a manual override if the autocomplete doesn’t quite fit. Then a screen to select date and time in time out. It could even be done live with a button to press on entry and exit.\nAlternatively for even easier input, allow location services to locate address, click to confirm, then have the entry and exit buttons to stamp date/time.\n\nAs it stands, it is of very limited use and will only be able to trace a tiny percentage of crowd activity. I buy into the idea and would love to see a more inclusive app... because I want to be contacted if I have been to a place at risk!	1
20887	Poor performance. Only Finnish as an language option. Forces you to use GPS for tracking. Uses in part Google's closed code. Uninstalled as unsable.	1
20888	Great app	0
20889	While I understand the possible need to scan the QR code the first we are at the location (as opposed to finding it on a list like the Singpass app - Safe Entry), one handy feature that is missing from the Trace Together app that would be good to have is having your favorites show up based on your location rather than showing the full list (reference how Singpass app- Safe Entry handles their favourites)	2
20890	Why does it say that my number is invalid? Edit: Everything works well after the update, as promised. Great to see the fast response! Really proud to be in Singapore!	2
20891	App doesn't accept phone number, claims it's invalid.	2
20892	Good	0
20893	showing question mark always	2
20894	DOB section not working	2
20895	Tell us more (optional)	2
20896	extremely buggy, won't even let me register.	1
20897	Battery drain issues appear to be fixed, but I'm afraid the damage has already been done... Having it drain a full battery in a few hours flat is a great way to have the entire country delete the app and wipe out all progress in a matter of days. Good job, guys. Really hope this doesn't happen again...	1
20898	It's an important app. But is only useful if your phone doesn't run out of battery. I normally finish the day on 65%. I've had to plug by phone in to charge during the day. I'm now at 12% after a 25% top up charge. This thing eats batteries for breakfast. Uninstalling.	0
20899	It's not possible to download it. It just took 10 min and is not downloaded yet.	2
20900	Verification SMS never received	2
20901	Really easy. Download to keep us all safe from covid19	0
20902	Unfortunately i have been disconnected with this EHTERAZ app last night on 2020/9/17 i have tried to register again but it denay by msg of (excced use of this number)so i want to register once because it its needed in every work place mall etc i need to show to it to perform my daily work so I urge u to geant me to register this app and i request to keep me in with my own number	2
20903	Is best	0
20904	Bad experience- 1. Earbud not working with trace together. 2. Poor battery life	1
20905	Don't wish to see the Australian convid-19 safe symbol on my phone all the time. You know that annoying tick Australian symbol, let alone in the notification bar constantly. Hope in the next update you can remove that feature please!. Remove it!.	1
20906	It doesn't work keep saying that my phone number is invalid	1
20907	Not so effective ey!	1
20908	Before has problem I gave 5star, but now I give 3star. After update, shows notification: to close this app. Then I can not open this app. Please fix it.	1
20909	An absolutely useless app that doesn\u2019t work unless you walk around with your phone unlocked and the app open. Counting download rates doesn\u2019t count the apps effectiveness.	1
20910	It is not compatible with my (old) mobile	2
20911	Easy	0
20912	I think this is a great try from the govt. To make this successful, we all have to contribute in it. Every days monitoring should be required.,	0
20913	Good	0
20914	Exlent	0
20915	This app only works if everyone installs it	0
20916	Excilent	0
20917	App is very good but help line number is not replying many more time calling	2
20918	Good	0
20919	Unable to insert/select date of birth on Android 10, pls fix it	2
20920	Battery issues resolved following google play services update. This app is all good.	1
20921	Good	0
20922	Unable to open app.. getting closed very frequently...	1
20923	The app stopped working on my Huawei Y9 phone, every time I launch it, it stops suddenly.	1
20924	Lots of trouble getting phone number kept coming up invalid	2
20925	Excellent	0
20926	The madness on battery drain seems to have been sorted. Good data protection measures in a simple but effective app	1
20927	Wow brilliant ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ¤©ðŸ¤©ðŸ˜�ðŸ˜�	0
20928	Trouble logging in. My phone number is not logging	2
20929	This is a great move and thank you so much for this app..this gives a feeling someone is around you to take care of you. We are all together within this social distancing to fight the pandemic.	0
20930	Is this app applicable only in Singapore? Can Italy, France, South Korea, etc borrow the technology to help with the situation?	2
20931	Bug after bug, let's just kill all the oldies and keep Melbourne locked down forever, it's a better option than screwing around with this junk app.	1
20932	After multiple tries, no otp received at all!	2
20933	stuck at splash screen ?? update: cannot register (theres something wrong with the connection) while im posting review. ??	2
20934	Stops working many times.. unreliable	2
20935	no guys its not even doing eneythnig i can just read ok its not a book	1
20936	Great	0
20937	I noticed that since I've been using the App, my music on my wireless headphones has got intermittent lags. Especially when I'm in the gym or shopping centre. I can confirm this but I think it's whenever the app logs a contact, the music lags. If I played it through the physical earphones there's no problem. So I'm guessing the Bluetooth connection has got something to do with it.	2
20938	Useful	0
20939	Not able to change mobile phone. Please add this option with OTP confirmation. Thank you.	2
20940	Downloaded, installed and turned on notifications no problem - very easy. Yes, it does automatically turn on your Bluetooth which drains the battery faster but I'm keeping it on only when I'm outside my house&work, e.g.shopping.	0
20941	Useful and updated. Helping us in avoiding the red zone	0
20942	Best	0
20943	Very nice \ud83d\udc4c	0
20944	I want to use this app but it's killing my battery as a large number of people have said. I've left it installed and just enable it and disable it as required via permissions so I can still use my phone. Kind of defeats the purpose but what can you do.	1
20945	Does not use my battery lesser by turning off bluetooth when i at home. Also, not able to use my bluetooth head phones when app using it for tracking, have to manually turn off bluetooth	1
20946	Really good initiative simple app but max utilization Nice work by developer. Simple interface Update safe zone data as i am in d12 but ShahAllah ditta is seal still it dosen't show sign	0
20947	Good	0
20948	Nowadays the app keep showing "connected to null", "disconnected from null" labels whether using the app or not. After turning off the Bluetooth, these messages disappear. I'm using Samsung phone. Not sure if anyone facing this issue. No such problem in previous versions.	2
20949	Easy to download and minimal data inputs.	0
20950	Works great, only missing option to select language	0
20951	Good	0
20952	This software does not seem to require us to use it, it keeps Bluetooth on all the time, causing damage to mobile	1
20953	Scam app, not working... Tried several times to register but its not working	1
20954	Lousy app, always hang, drain battery. If this gov wants to force the people to use it, improve on it before you impose on the people.	1
20955	Update: Installed latest ver. Same issue. Uninstalled. Original: I've downloaded this app a few times but hv deleted it in frustration. I don't think I've deleted an app so many times b4. Other users hv mentioned abt Bluetooth connection w rgd 2 connecting to BT speakers, in my case, in the car. The music keeps stopping intermittently and once I've deleted the app, it is completely fine. Until this matter is resolved, I am looking forward to collecting my token once my cc announces e launch.	2
20956	nice	0
20957	It ia great app ever	0
20958	So terrible...it's simply a tracking app	1
20959	How can we use this app for non camera phone? Are you able to add something for copy and paste of the location address? Like the Safe Entry Access.	2
20960	Endlessly fails to work and says that its not connected and then whether it's working or not its constantly draining the battery as it won't allow the phone to go into battery save mode, beyond disappointed!	1
20961	Very good	0
20962	Its informative	0
20963	good	0
20964	The purpose of the application is good, what is the need of access to phone gallery and calls. Only people with QID can register. No option available for people here through other authorized channel. People have no other option.	1
20965	Unable to registering even otp recieved	1
20966	Error	2
20967	Excellent	0
20968	This app doesnt open. It gives notifications on phone screen but when we open the app it shows green color blank screen and nothing else	1
20969	Ok a guess but a dont think it work's Thank you dean	2
20970	Good	0
20971	Good app, keeping me safe. I am happy so far.	0
20972	Very good to see that Ireland is concerned about the people of Ireland what an app thanks to the person or persons who invented this app it will make a big difference good thinking I do hope they find a vaccine soon	0
20973	Im giving 4 stars because they should also tell how many got recovered	1
20974	Best app	0
20975	Well done HSC, the cooperation on the island to get a Northern Ireland Covid tracker app up and running has been fantastic work, and the interoperability of the underlying platforms both here and across Europe is a great move. The app willconnect to the Google Covid tracking service that runs constantly in the background, and reconnects to that constantly running service to check keys a few seconds after being launched. This is why it takes a few seconds on launch to confirm tracking is active.	0
20976	Sala faltu hai	1
20977	Battery drain is too heavy and I cannot afford to have my phone sacrifice significant battery life	1
20978	Can't even register. Always saying try again later	2
20979	I mean, it's super-important and hopefully works giving our government the necessary heads-up on COVID clusters, but this soaks up battery like nothing I've ever seen!	0
20980	Need to improve	1
20981	Battery drain like water	1
20982	Supper	0
20983	Not liking the idea of having to have permanent notifications. Should only display when information needs to be provided.	1
20984	With this, I now wield unimaginable anti-conoravirus powers.	0
20985	I can't open the app	2
20986	Mashallah good	0
20987	Your app developers don't know what "favourites" mean? Now everywhere I go and check in is in my favourite list. It took me a long time to find the 5 places I put in favourite now that it's infested with every damned kopitiam, provision shop and hardware shop I stepped into. Think before implementing solutions for non-existent problems!	2
20988	very bad working	1
20989	Excellent	0
20990	Terrible app. Despite keying my 7 digit nric number as per their instructions during the app setup, kept prompting me that my nric number is invalid. What the...	2
20991	Very good	0
20992	Good	0
20993	This make our phone hanging, always coming notification and auto open blootheeth and GPS location. Plz improve your service \ud83d\ude4f	1
20994	So it means we have to on our Bluetooth all the time, to this app function?	2
20995	Great app and great UI but I feel like it should include more languages (Maori, Chinese, Japanese etc).	0
20996	Good one	0
20997	Good	0
20998	Whom ever developed this should get a gold star	1
20999	Hi may ask about installing, i have an issue of installing tracetogethere, can someone give me their info so i can ask them to help me. thanks	2
21000	1. Integrate with singpass or myInfo to get personal data. \n2. Let app scan for QR code. During scanning also allows Bluetooth to do its work. \n3. Let app detect location or user to select location in advance to prepare for check in, like what Singpass app used to do. \n4. Let user see which location is still checked in so that checking out is easier.	1
21001	Important initiative.	0
21002	Slowly working	1
21003	I can't get OTP	2
21004	Nice step	0
21005	I can't use the QR code scanner..it has connection issues..please fix it..	2
21006	Very good Very useful	0
21007	The biggest problem with the cov19 Bluetooth API is that you need to have location on. I don't want to enable GPS all the time, as the app says it self, all apps that have access to location, can use it while enabling location for this app. Don't want GPS enable all the time. I known it's not the apps fault, but googles. Still has a big affecte on who gonna use this app.	1
21008	Ok	0
21009	The idea of developing this app for public concern is good, but while executing any application for public purpose, kindly look into all the possibilities of using app by the citizens without any hindrances, asof now many citizens including me can't able to register the application becoz they are asking QID and it's expiry date, as I am on family visit visa I have my passport and visa .it's my request kindly make an option in the app of putting passport number and it's expiry as we can also use	0
21010	How can I know that,this app really works??I can't trust it yet!Please answer!	1
21011	Please install this app	0
21012	I can not accept the terms of use, it show me network connection error.	2
21013	Battery drain quickly	1
21014	Update: Lots of Improvement. However, the data transparency portion need improvement. E.g. Allow user to refresh to update the number of contacts made. 1. Interference with other bluetooth devices. 2. No simple data transparency to encourage users. E.g. "Congrats you have maintained social distancing today" 3. No data insights. E.g. a simple bar chart can make us aware of our social distancing effort and make improvement. 4. No option to allow us to turn off when at home.	2
21015	I need help . Every time I try to sign in it says error requesting otp and sends me back. Plzzz help	2
21016	Great Initiative, it covers TraceCovid app features with additional assurance to feel safe	0
21017	Supply me with a new battery to keep it on regularly, for those who don't download it can u not merger the app with travelling ways like bus ect. an let the app connect in secret to mobile devices an collect info around texting ppl how unwell they feel check for the word temperature ask by ppl to others use have mobile numbers link them to the ppl im sure most ppl is bill now a days so name tied to number sorted :) add more questions need i wouldn't like to take a test if needed by sum1 else	1
21018	Very helpful apps	0
21019	No loging	2
21020	Battery dies very fast \ud83e\udd14 i can not charge my phone 24/7	1
21021	Very bad	1
21022	Nice	0
21023	Easy to install and stays out of your face.	0
21024	good	0
21025	Top	0
21026	This app is not working... Its not opening at all. How can I start this... Could you please help to solve this issue	1
21027	Hope this will help to bring the country back to business.	0
21028	Thanks for developing this app in COVID times.	0
21029	Keep interfering all my game and my music	2
21030	Why can't I give my county as Armagh...or Down??	1
21031	The app doesn't work.	1
21032	Hlo this app is good but some people was deleted this app why the corona virus is little fear so my request is please some function take in this app	1
21033	I was at a venue where a known positive was at the exact date and time yet i received no notification at all. So how do i know this app works or not? Im skeptical in putting mine and my familys safety into something thats unproven	2
21034	Good app	0
21035	Safety apps	0
